"服务器","玩家id","账号","等级","金额","代理","订单号","充值时间"
"台湾20服","19002161","110773391","281","150","taiwanios","180328203438593354	","2018-03-28 20:35:58"
"台湾26服","25001244","11808846","245","300","taiwanios","016002600250012441522240542639	","2018-03-28 20:35:42"
"台湾27服","26000891","110879891","219","150","taiwanios","016002700260008911522240501693	","2018-03-28 20:35:01"
"台湾29服","28001524","508123274","16","30","taiwanios","016002900280015241522240457929	","2018-03-28 20:34:17"
"台湾22服","21000383","19859458","312","2990","taiwanios","016002200210003831522240356858	","2018-03-28 20:32:36"
"台湾3服","2006300","21560202","230","150","taiwanios","016000300020063001522240333424	","2018-03-28 20:32:13"
"台湾3服","2006161","110758789","303","100","taiwanios","180328203108302083	","2018-03-28 20:31:45"
"台湾11服","10004095","23148686","328","150","taiwanios","180328202927443726	","2018-03-28 20:30:43"
"台湾21服","20000451","507987040","291","450","taiwanios","180328202727798078	","2018-03-28 20:30:22"
"台湾9服","8005014","507993738","318","300","taiwanios","016000900080050141522240147427	","2018-03-28 20:29:07"
"台湾26服","25001251","508091368","236","890","taiwanios","016002600250012511522240146132	","2018-03-28 20:29:06"
"台湾27服","26000351","23065144","230","150","taiwanios","016002700260003511522240145499	","2018-03-28 20:29:05"
"台湾17服","16005286","508039386","285","150","taiwanios","016001700160052861522240131003	","2018-03-28 20:28:51"
"台湾24服","23000463","110787731","273","300","taiwanios","016002400230004631522240128098	","2018-03-28 20:28:48"
"台湾3服","2003586","21805414","354","30","taiwanios","016000300020035861522240089379	","2018-03-28 20:28:09"
"台湾9服","8000767","21418564","348","500","taiwanios","180328202628177593	","2018-03-28 20:28:07"
"台湾12服","11001640","19483620","307","1000","taiwanios","180328202614645175	","2018-03-28 20:27:30"
"台湾16服","15002654","110790099","335","2990","taiwanios","016001600150026541522240023958	","2018-03-28 20:27:03"
"台湾12服","11001640","19483620","307","500","taiwanios","180328202520994426	","2018-03-28 20:26:03"
"台湾6服","5003812","508019678","299","1490","taiwanios","016000600050038121522239962064	","2018-03-28 20:26:02"
"台湾11服","10003759","9953313","312","590","taiwanios","016001100100037591522239960352	","2018-03-28 20:26:00"
"台湾29服","28001490","3249872","38","90","taiwanios","016002900280014901522239931783	","2018-03-28 20:25:31"
"台湾14服","13002515","507999520","303","590","taiwanios","016001400130025151522239857411	","2018-03-28 20:24:17"
"台湾23服","22000182","107527455","298","1490","taiwanios","180328202038637635	","2018-03-28 20:23:22"
"台湾3服","2001767","13978855","351","300","taiwanios","180328202139262114	","2018-03-28 20:23:21"
"台湾13服","12002744","110773861","318","300","taiwanios","016001300120027441522239800475	","2018-03-28 20:23:20"
"台湾19服","18001706","3440047","314","1000","taiwanios","180328201717729888	","2018-03-28 20:21:29"
"台湾17服","16000633","1092100","312","150","taiwanios","016001700160006331522239671200	","2018-03-28 20:21:11"
"台湾20服","19001016","110483169","283","300","taiwanios","016002000190010161522239620119	","2018-03-28 20:20:20"
"台湾17服","16000181","21277832","280","1490","taiwanios","016001700160001811522239600858	","2018-03-28 20:20:00"
"台湾3服","2006161","110758789","303","300","taiwanios","180328201745730441	","2018-03-28 20:18:39"
"台湾29服","28001465","507680948","41","90","taiwanios","016002900280014651522239504955	","2018-03-28 20:18:24"
"台湾17服","16001122","9366306","338","1000","taiwanios","180328201624243690	","2018-03-28 20:17:35"
"台湾4服","3004001","105015457","338","500","taiwanios","180328201148975968	","2018-03-28 20:15:38"
"台湾21服","20000506","110815057","295","1000","taiwanios","180328201426143851	","2018-03-28 20:15:37"
"台湾22服","21000383","19859458","312","2990","taiwanios","016002200210003831522239315913	","2018-03-28 20:15:15"
"台湾16服","15003680","107058957","307","300","taiwanios","016001600150036801522239315903	","2018-03-28 20:15:15"
"台湾18服","17005672","508123018","4","30","taiwanios","016001800170056721522239272754	","2018-03-28 20:14:32"
"台湾26服","25000199","503405590","251","890","taiwanios","016002600250001991522239239171	","2018-03-28 20:13:59"
"台湾3服","2001288","110197089","335","150","taiwanios","016000300020012881522239112218	","2018-03-28 20:11:52"
"台湾1服 ","4539","21082144","331","400","taiwanios","180328200737456306	","2018-03-28 20:11:15"
"台湾11服","10006157","507983318","269","30","taiwanios","016001100100061571522239069908	","2018-03-28 20:11:09"
"台湾28服","27000937","110890307","209","150","taiwanios","016002800270009371522239048731	","2018-03-28 20:10:48"
"台湾3服","2001288","110197089","335","590","taiwanios","016000300020012881522239018028	","2018-03-28 20:10:18"
"台湾11服","10006157","507983318","269","90","taiwanios","016001100100061571522238966541	","2018-03-28 20:09:26"
"台湾14服","13000731","105364157","299","30","taiwanios","016001400130007311522238957477	","2018-03-28 20:09:17"
"台湾14服","13000731","105364157","299","150","taiwanios","016001400130007311522238941781	","2018-03-28 20:09:01"
"台湾26服","25001078","1554395","232","500","taiwanios","180328200752791133	","2018-03-28 20:08:53"
"台湾28服","27001601","5859376","192","890","taiwanios","016002800270016011522238913714	","2018-03-28 20:08:33"
"台湾15服","14004616","109126247","292","150","taiwanios","016001500140046161522238905400	","2018-03-28 20:08:25"
"台湾28服","27003218","508123018","19","30","taiwanios","016002800270032181522238796863	","2018-03-28 20:06:36"
"台湾15服","14005040","508059550","273","2990","taiwanios","016001500140050401522238733243	","2018-03-28 20:05:33"
"台湾29服","28000922","5095860","145","30","taiwanios","016002900280009221522238670313	","2018-03-28 20:04:30"
"台湾15服","14000417","1324781","291","1000","taiwanios","180328200305257731	","2018-03-28 20:03:59"
"台湾29服","28001300","503481020","108","30","taiwanios","016002900280013001522238630210	","2018-03-28 20:03:50"
"台湾25服","24000178","110851569","239","300","taiwanios","180328200209643521	","2018-03-28 20:03:06"
"台湾17服","16000154","110792457","305","150","taiwanios","016001700160001541522238516628	","2018-03-28 20:01:56"
"台湾26服","25001244","11808846","244","30","taiwanios","016002600250012441522238501437	","2018-03-28 20:01:41"
"台湾3服","2005863","110710677","334","300","taiwanios","180328200001314692	","2018-03-28 20:01:39"
"台湾17服","16001747","506696232","311","500","taiwanios","180328195942509194	","2018-03-28 20:01:34"
"台湾18服","17003583","507784374","292","90","taiwanios","180328194555387116	","2018-03-28 20:01:09"
"台湾8服","7000208","107702379","358","300","taiwanios","180328195933119965	","2018-03-28 20:00:59"
"台湾26服","25001416","25695867","236","450","taiwanios","180328200003596986	","2018-03-28 20:00:05"
"台湾26服","25001244","11808846","244","30","taiwanios","016002600250012441522238371359	","2018-03-28 19:59:31"
"台湾15服","14005039","110837885","265","150","taiwanios","016001500140050391522238312590	","2018-03-28 19:58:32"
"台湾27服","26000021","110735689","240","150","taiwanios","016002700260000211522238304218	","2018-03-28 19:58:24"
"台湾28服","27002059","508116262","187","150","taiwanios","016002800270020591522238275292	","2018-03-28 19:57:55"
"台湾29服","28001434","508123014","10","30","taiwanios","016002900280014341522238139512	","2018-03-28 19:55:39"
"台湾28服","27002059","508116262","187","590","taiwanios","016002800270020591522238111015	","2018-03-28 19:55:11"
"台湾9服","8000719","5720375","316","500","taiwanios","180328195331534081	","2018-03-28 19:54:42"
"台湾24服","23000938","508064134","229","30","taiwanios","016002400230009381522238056197	","2018-03-28 19:54:16"
"台湾3服","2001288","110197089","335","150","taiwanios","016000300020012881522238040992	","2018-03-28 19:54:00"
"台湾9服","8001286","21415946","319","890","taiwanios","016000900080012861522237991615	","2018-03-28 19:53:11"
"台湾26服","25000359","21462878","226","300","taiwanios","180328185430994236	","2018-03-28 19:52:46"
"台湾23服","22001673","3440943","271","500","taiwanios","180328195031252418	","2018-03-28 19:51:26"
"台湾26服","25001244","11808846","244","590","taiwanios","016002600250012441522237762999	","2018-03-28 19:49:22"
"台湾4服","3000362","109037711","344","1000","taiwanios","180328194710990169	","2018-03-28 19:48:31"
"台湾27服","26002100","23419835","234","590","taiwanios","016002700260021001522237698391	","2018-03-28 19:48:18"
"台湾25服","24002700","9351926","225","30","taiwanios","016002500240027001522237656436	","2018-03-28 19:47:36"
"台湾9服","8000719","5720375","316","100","taiwanios","180328194540122134	","2018-03-28 19:47:00"
"台湾19服","18002855","508030056","306","150","taiwanios","180328194504715336	","2018-03-28 19:45:53"
"台湾19服","18002855","508030056","306","350","taiwanios","180328194415577833	","2018-03-28 19:44:59"
"台湾29服","28000034","110659301","154","500","taiwanios","180328193909273588	","2018-03-28 19:43:51"
"台湾24服","23002329","110847623","253","300","taiwanios","016002400230023291522237129391	","2018-03-28 19:38:49"
"台湾29服","28000520","17662215","192","150","taiwanios","016002900280005201522237058943	","2018-03-28 19:37:38"
"台湾29服","28000843","13262915","131","590","taiwanios","016002900280008431522237050667	","2018-03-28 19:37:30"
"台湾12服","11000984","15016462","329","300","taiwanios","180328193359264632	","2018-03-28 19:35:48"
"台湾12服","11000984","15016462","329","500","taiwanios","180328193233894991	","2018-03-28 19:35:48"
"台湾25服","24002700","9351926","224","300","taiwanios","016002500240027001522236920930	","2018-03-28 19:35:20"
"台湾17服","16004524","102978287","310","590","taiwanios","016001700160045241522236902672	","2018-03-28 19:35:02"
"台湾29服","28000520","17662215","191","300","taiwanios","016002900280005201522236859062	","2018-03-28 19:34:19"
"台湾28服","27000368","503413372","228","2990","taiwanios","016002800270003681522236813691	","2018-03-28 19:33:33"
"台湾26服","25001914","21839103","233","590","taiwanios","016002600250019141522236784414	","2018-03-28 19:33:04"
"台湾17服","16004524","102978287","310","590","taiwanios","016001700160045241522236764622	","2018-03-28 19:32:44"
"台湾14服","13004212","110780925","301","1000","taiwanios","180328193124185151	","2018-03-28 19:32:30"
"台湾1服 ","5379","507920536","295","300","taiwanios","180328192926695776	","2018-03-28 19:32:19"
"台湾28服","27002145","108557135","175","150","taiwanios","016002800270021451522236721221	","2018-03-28 19:32:01"
"台湾9服","8002404","11482225","311","30","taiwanios","016000900080024041522236659939	","2018-03-28 19:30:59"
"台湾27服","26002100","23419835","234","2990","taiwanios","016002700260021001522236639043	","2018-03-28 19:30:39"
"台湾12服","11004174","507987582","323","750","taiwanios","180328192946591394	","2018-03-28 19:30:37"
"台湾12服","11004174","507987582","323","50","taiwanios","180328192841764800	","2018-03-28 19:30:37"
"台湾29服","28000520","17662215","191","150","taiwanios","016002900280005201522236606731	","2018-03-28 19:30:06"
"台湾21服","20001593","100047673","278","300","taiwanios","180328192623320946	","2018-03-28 19:29:17"
"台湾18服","17002507","110801263","343","3000","taiwanios","180328192717582645	","2018-03-28 19:28:12"
"台湾14服","13002160","110778839","303","150","taiwanios","016001400130021601522236398641	","2018-03-28 19:26:38"
"台湾9服","8002404","11482225","311","300","taiwanios","016000900080024041522236332255	","2018-03-28 19:25:32"
"台湾2服","1001091","507880774","326","500","taiwanios","180328192324841554	","2018-03-28 19:25:32"
"台湾7服","6000615","110730757","343","890","taiwanios","016000700060006151522236330619	","2018-03-28 19:25:30"
"台湾7服","6003447","11324088","316","300","taiwanios","016000700060034471522236325158	","2018-03-28 19:25:25"
"台湾27服","26000967","505544546","221","30","taiwanios","016002700260009671522236309313	","2018-03-28 19:25:09"
"台湾14服","13001016","13150353","312","890","taiwanios","016001400130010161522236308944	","2018-03-28 19:25:08"
"台湾12服","11006292","100408093","273","150","taiwanios","016001200110062921522236257805	","2018-03-28 19:24:17"
"台湾2服","1001091","507880774","326","300","taiwanios","180328192203426727	","2018-03-28 19:22:56"
"台湾21服","20003661","110888573","103","150","taiwanios","016002100200036611522236132468	","2018-03-28 19:22:12"
"台湾27服","26000171","508099708","219","150","taiwanios","016002700260001711522236129062	","2018-03-28 19:22:09"
"台湾19服","18003806","110810237","284","150","taiwanios","016001900180038061522236108817	","2018-03-28 19:21:48"
"台湾24服","23001803","110845599","250","150","taiwanios","180328191950237121	","2018-03-28 19:20:17"
"台湾29服","28000027","110810279","182","500","taiwanios","180328191857873517	","2018-03-28 19:19:19"
"台湾29服","28000013","508115344","177","500","taiwanios","180328191605700561	","2018-03-28 19:17:43"
"台湾19服","18001721","503979940","264","590","taiwanios","MM0VKJ4V0G-1","2018-03-28 19:17:06"
"台湾27服","26002922","11122656","188","150","taiwanios","016002700260029221522235806781	","2018-03-28 19:16:46"
"台湾18服","17000536","105671715","299","1000","taiwanios","180328191519734516	","2018-03-28 19:16:36"
"台湾29服","28001325","9792632","18","30","taiwanios","016002900280013251522235617871	","2018-03-28 19:13:37"
